kernel,source,source_token,standalone_c,fixture_scalar_types,fixture_shape_macros,operation_summary,reviewed_semantic_family,current_match,current_match_scope,linalg_ops,residual_loops,closest_library,closest_api,relationship,whole_kernel_coverage,semantic_constraints,rank_layout_constraints,required_compiler_work,confidence,priority,notes,evidence_url,alternative_libraries,current_backend_support,compiler_gap_class
aten_log_normal_cpu,aten/src/ATen/native/cpu/DistributionKernels.cpp,log_normal_kernel,issues/aten_c_kernels/aten_log_normal_cpu.c,float,N=4096,random_generation: log_normal_kernel,random_generation,,NONE,1,0,cuRAND,uniform/normal/lognormal/Poisson/Sobol generators,SUBSET_WITH_CONSTRAINTS,random draw stage or whole distribution subset,"ATen Philox generator state, seed/offset advancement, reproducibility and exact transform must match",cuRAND output type/count/alignment; many distributions need a transform,RNG-state proof + cuRAND backend; compose unsupported transforms,HIGH,LOW,,https://docs.nvidia.com/cuda/curand/host-api-overview.html,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_log_sigmoid_backward_cpu,aten/src/ATen/native/cpu/Activation.cpp,log_sigmoid_backward_cpu_kernel,issues/aten_c_kernels/aten_log_sigmoid_backward_cpu.c,float,N=4096,pointwise: log_sigmoid_backward_kernel,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_log_sigmoid_cpu,aten/src/ATen/native/cpu/Activation.cpp,log_sigmoid_cpu_kernel,issues/aten_c_kernels/aten_log_sigmoid_cpu.c,float,N=4096,pointwise: log_sigmoid_kernel,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_logaddexp,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logaddexp_kernel,issues/aten_c_kernels/aten_logaddexp.c,float,N=4096,pointwise_reduction_formula: logaddexp_kernel,pointwise_reduction_formula,,NONE,1,0,cuDNN,pointwise operations + reduction operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if graph accepted,"body operations, NaN policy, reduction identity and reassociation must match",cuDNN supported modes/types/layout/alignment; fusion engines do not accept every arbitrary graph,extract expression DAG + graph legality/cost check + cuDNN plan lowering,HIGH,MEDIUM,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_logaddexp2,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logaddexp2_kernel,issues/aten_c_kernels/aten_logaddexp2.c,float,N=4096,pointwise_reduction_formula: logaddexp2_kernel,pointwise_reduction_formula,,NONE,1,0,cuDNN,pointwise operations + reduction operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if graph accepted,"body operations, NaN policy, reduction identity and reassociation must match",cuDNN supported modes/types/layout/alignment; fusion engines do not accept every arbitrary graph,extract expression DAG + graph legality/cost check + cuDNN plan lowering,HIGH,MEDIUM,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_logcumsumexp_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,logcumsumexp_cpu_kernel,issues/aten_c_kernels/aten_logcumsumexp_cpu.c,float,R=32; K=64,scan: logcumsumexp_kernel,scan,,NONE,1,1,CUB/Thrust,DeviceScan/DeviceSegmentedScan,SUBSET_WITH_CONSTRAINTS,whole for contiguous/segmented associative scans,"axis, inclusive convention, dtype accumulation, logsumexp stability and cummax indices/ties",scan axis must be contiguous or converted to explicit segments,finish raising residual loops; then scan matcher + CUB template backend + axis specialization,HIGH,HIGH,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_logical_and,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logical_and_kernel,issues/aten_c_kernels/aten_logical_and.c,float,N=4096,pointwise: logical_and_kernel,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_logical_not_f32,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,logical_not_kernel,issues/aten_c_kernels/aten_logical_not_f32.c,float,N=4096,pointwise: logical_not_kernel,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_logical_or,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logical_or_kernel,issues/aten_c_kernels/aten_logical_or.c,float,N=4096,pointwise: logical_or_kernel,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_logical_xor,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logical_xor_kernel,issues/aten_c_kernels/aten_logical_xor.c,float,N=4096,pointwise: logical_xor_kernel,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_logit,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,logit_kernel,issues/aten_c_kernels/aten_logit.c,float,N=4096,pointwise_reduction_formula: logit_kernel,pointwise_reduction_formula,,NONE,1,0,cuDNN,pointwise operations + reduction operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if graph accepted,"body operations, NaN policy, reduction identity and reassociation must match",cuDNN supported modes/types/layout/alignment; fusion engines do not accept every arbitrary graph,extract expression DAG + graph legality/cost check + cuDNN plan lowering,HIGH,MEDIUM,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_logit_backward,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logit_backward_kernel,issues/aten_c_kernels/aten_logit_backward.c,float,N=4096,pointwise_reduction_formula: logit_backward_kernel,pointwise_reduction_formula,,NONE,1,0,cuDNN,pointwise operations + reduction operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if graph accepted,"body operations, NaN policy, reduction identity and reassociation must match",cuDNN supported modes/types/layout/alignment; fusion engines do not accept every arbitrary graph,extract expression DAG + graph legality/cost check + cuDNN plan lowering,HIGH,MEDIUM,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_logspace_cpu,aten/src/ATen/native/RangeFactories.cpp,logspace_out,issues/aten_c_kernels/aten_logspace_cpu.c,float,N=256,tensor_initialization: logspace,tensor_initialization,,NONE,1,0,CUB/Thrust,cudaMemcpy*/Memset or Thrust fill/sequence/transform,BUILDING_BLOCKS_ONLY,regular contiguous stages,"concatenation, combinations, diagonal/mask/index formulas need multiple calls or transforms",contiguous/regular pitched copies; arbitrary indexing is not memcpy,shape specialization and multi-call composition,HIGH,LOW,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_lower_bound_cpu,aten/src/ATen/native/Bucketization.cpp,cus_lower_bound,issues/aten_c_kernels/aten_lower_bound_cpu.c,float/int,N=256; M=128,search: cus_lower_bound,search,,NONE,0,2,CUB/Thrust,DeviceRadixSort/MergeSort/TopK/Select/RLE or binary search,BUILDING_BLOCKS_ONLY,sort/search/select stages,"stable ordering, NaNs, first-index/tie policy, multidimensional axes and returned indices",contiguous keys or explicit segments; arbitrary strided axes need layout conversion,finish raising residual loops; then CUB/Thrust backend + operation-specific composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_lshift_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,lshift_kernel,issues/aten_c_kernels/aten_lshift_i32.c,int,N=4096,integer_pointwise: lshift_kernel,integer_pointwise,,NONE,1,0,NPP,signal logical/shift primitives,SUBSET_WITH_CONSTRAINTS,whole only for flat supported integer signals,"signed shifts, overflow and scalar-vs-vector operands must agree",NPP fixed integer types and contiguous 1D signal representation,layout/type specialization + NPP wrapper; retain nonmatching cases,HIGH,LOW,,https://docs.nvidia.com/cuda/npp/,none identified with stronger whole-kernel semantics,LIBRARY_BACKEND_ABSENT,LEGALITY_SPECIALIZATION_AND_BACKEND
aten_lt,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,lt_kernel,issues/aten_c_kernels/aten_lt.c,float,N=4096,pointwise: lt_kernel,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_masked_fill_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_fill_kernel,issues/aten_c_kernels/aten_masked_fill_cpu.c,float/int,R=32; K=64; S=128,tensor_initialization: masked_fill_kernel,tensor_initialization,,NONE,1,0,CUB/Thrust,cudaMemcpy*/Memset or Thrust fill/sequence/transform,BUILDING_BLOCKS_ONLY,regular contiguous stages,"concatenation, combinations, diagonal/mask/index formulas need multiple calls or transforms",contiguous/regular pitched copies; arbitrary indexing is not memcpy,shape specialization and multi-call composition,HIGH,LOW,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_masked_scale,aten/src/ATen/native/cpu/AmpGradScalerKernels.cpp,_amp_foreach_non_finite_check_and_unscale_cpu_kernel,issues/aten_c_kernels/aten_masked_scale.c,float,N=4096,pointwise_formula: _amp_foreach_non_finite_check_and_unscale_kernel,pointwise_formula,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_masked_scatter_backward_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,masked_scatter_backward_symint,issues/aten_c_kernels/aten_masked_scatter_backward_cpu.c,float/int,N=512,indexed_scatter_reduce: masked_scatter_backward_symint,indexed_scatter_reduce,,NONE,0,1,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_masked_scatter_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_scatter_kernel,issues/aten_c_kernels/aten_masked_scatter_cpu.c,float/int,R=32; K=64; S=128,indexed_data_movement: masked_scatter_kernel,indexed_data_movement,,NONE,0,1,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_masked_select_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_select_kernel,issues/aten_c_kernels/aten_masked_select_cpu.c,float/int,R=32; K=64; S=128,indexed_data_movement: masked_select_kernel,indexed_data_movement,,NONE,0,1,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_masked_select_serial_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_select_serial_kernel,issues/aten_c_kernels/aten_masked_select_serial_cpu.c,float/int,R=32; K=64; S=128,indexed_data_movement: masked_select_serial_kernel,indexed_data_movement,,NONE,0,1,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_max_all_cpu,aten/src/ATen/native/cpu/ReduceAllOpsKernel.cpp,max_all_kernel_impl,issues/aten_c_kernels/aten_max_all_cpu.c,float,N=4096,reduction: max_all_kernel_impl,reduction,,NONE,1,0,cuTENSOR,cutensorCreateReduction,EXACT_CONFIGURED_PRIMITIVE,whole,associative ADD/MUL/MIN/MAX and permitted reassociation; boolean/integer types are restricted,regular affine tensor modes and supported data/compute type,generic reduction matcher + cuTENSOR descriptor lowering,HIGH,HIGH,,https://docs.nvidia.com/cuda/cutensor/latest/api/cutensor.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUTENSOR_BACKEND_ABSENT_CUTENSORNET_IS_NOT_EQUIVALENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_max_pool1d_cpu,aten/src/ATen/native/cpu/MaxPooling.cpp,max_pool1d_impl,issues/aten_c_kernels/aten_max_pool1d_cpu.c,float/int,B=1; C=2; I0=6; O0=(I0,pooling: max_pool1d_impl,pooling,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,5,1,cuDNN,Resample forward/backward (MAXPOOL/AVGPOOL),EXACT_FIXED_CALL,whole,"padding inclusion, NaN propagation, max-index and tie behavior must match",regular fixed windows/strides/dilations in supported layouts,finish raising residual loops; then pool descriptor matcher + generic forward/backward lowering,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_max_pool3d_backward_cpu,aten/src/ATen/native/cpu/MaxPoolKernel.cpp,max_pool3d_backward_kernel_impl,issues/aten_c_kernels/aten_max_pool3d_backward_cpu.c,float/int,B=1; C=2; I0=6; O0=(I0; I1=7; O1=(I1; I2=8; O2=(I2,pooling: max_pool3d_backward_kernel_impl,pooling,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,1,4,cuDNN,Resample forward/backward (MAXPOOL/AVGPOOL),EXACT_FIXED_CALL,whole,"padding inclusion, NaN propagation, max-index and tie behavior must match",regular fixed windows/strides/dilations in supported layouts,finish raising residual loops; then pool descriptor matcher + generic forward/backward lowering,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_max_pool3d_cpu,aten/src/ATen/native/cpu/MaxPoolKernel.cpp,max_pool3d_kernel_impl,issues/aten_c_kernels/aten_max_pool3d_cpu.c,float/int,B=1; C=2; I0=6; O0=(I0; I1=7; O1=(I1; I2=8; O2=(I2,pooling: max_pool3d_kernel_impl,pooling,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,5,6,cuDNN,Resample forward/backward (MAXPOOL/AVGPOOL),EXACT_FIXED_CALL,whole,"padding inclusion, NaN propagation, max-index and tie behavior must match",regular fixed windows/strides/dilations in supported layouts,finish raising residual loops; then pool descriptor matcher + generic forward/backward lowering,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,NPP for compatible 2D image cases; implicit-GEMM via cuBLAS/CUTLASS for convolution,RELATED_CUDNN_WRAPPERS_PRESENT_NEED_GENERALIZATION,RAISING_THEN_LIBRARY_LOWERING
aten_max_reduce_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,max_kernel_impl,issues/aten_c_kernels/aten_max_reduce_cpu.c,float,N=4096,reduction: max_kernel_impl,reduction,,NONE,1,0,cuTENSOR,cutensorCreateReduction,EXACT_CONFIGURED_PRIMITIVE,whole,associative ADD/MUL/MIN/MAX and permitted reassociation; boolean/integer types are restricted,regular affine tensor modes and supported data/compute type,generic reduction matcher + cuTENSOR descriptor lowering,HIGH,HIGH,,https://docs.nvidia.com/cuda/cutensor/latest/api/cutensor.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUTENSOR_BACKEND_ABSENT_CUTENSORNET_IS_NOT_EQUIVALENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_max_unpool2d_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,max_unpool2d_kernel_impl,issues/aten_c_kernels/aten_max_unpool2d_cpu.c,float/int,C=2; N=64; O=256,indexed_scatter: max_unpool2d_kernel_impl,indexed_scatter,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,1,2,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_max_unpool3d_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,max_unpool3d_kernel_impl,issues/aten_c_kernels/aten_max_unpool3d_cpu.c,float/int,C=2; N=64; O=512,indexed_scatter: max_unpool3d_kernel_impl,indexed_scatter,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,1,2,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,finish raising residual loops; then indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
aten_max_unpool_backward_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,cpu_max_unpool_backward,issues/aten_c_kernels/aten_max_unpool_backward_cpu.c,float/int,N=512; O=2048,indexed_scatter: cpu_max_unpool_backward,indexed_scatter,,NONE,1,0,CUB/Thrust,gather/scatter/select or sort/reduce-by-key primitives,BUILDING_BLOCKS_ONLY,indexing stages,"bounds/negative indices, duplicate destinations, atomic reduction, determinism and write order",index arrays and flattened affine addressing; patch operations need index generation,indexed-op semantic matcher + collision proof or reduce-by-key composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_max_values_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,max_values_kernel_impl,issues/aten_c_kernels/aten_max_values_cpu.c,float,R=32; K=64,reduction: max_values_kernel_impl,reduction,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,2,0,cuTENSOR,cutensorCreateReduction,EXACT_CONFIGURED_PRIMITIVE,whole,associative ADD/MUL/MIN/MAX and permitted reassociation; boolean/integer types are restricted,regular affine tensor modes and supported data/compute type,preserve current partial match and partition residual graph; then generic reduction matcher + cuTENSOR descriptor lowering,HIGH,HIGH,,https://docs.nvidia.com/cuda/cutensor/latest/api/cutensor.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUTENSOR_BACKEND_ABSENT_CUTENSORNET_IS_NOT_EQUIVALENT,GRAPH_PARTITION_RESIDUAL_THEN_LIBRARY_LOWERING
aten_maximum,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,maximum_kernel,issues/aten_c_kernels/aten_maximum.c,float,N=4096,pointwise: maximum_kernel,pointwise,,NONE,1,0,cuDNN,Pointwise operation graph,EXACT_GRAPH_IF_SUPPORTED,whole if every node is supported,"rounding mode, integer division/modulo, NaN/signed-zero and backward formula must agree",broadcastable regular strides and cuDNN-supported data types/alignment,provenance-preserving expression DAG extraction + cuDNN graph backend,HIGH,HIGH,,https://docs.nvidia.com/deeplearning/cudnn/latest/index.html,cuTENSOR for its fixed unary/binary operator subset; NPP for flat supported signals; Thrust transform,GENERAL_CUDNN_GRAPH_BACKEND_ABSENT,SEMANTIC_MATCHER_AND_LIBRARY_BACKEND
aten_mean,aten/src/ATen/native/ReduceOps.cpp,mean,issues/aten_c_kernels/aten_mean.c,double,N=256,reduction: mean,reduction,,NONE,1,0,cuTENSOR,cutensorCreateReduction plus elementwise stages,BUILDING_BLOCKS_ONLY,reduction stage,variance/norm/mean scaling or nested metadata requires extra stages; reduction order may differ,regular affine tensor modes/strides and supported reduction operator,"raise stages, partition graph, and lower generic reduction descriptors",HIGH,MEDIUM,,https://docs.nvidia.com/cuda/cutensor/latest/api/cutensor.html,CUB segmented/device reduction; cuDNN graph; NPP flat-signal statistics,GENERAL_CUTENSOR_BACKEND_ABSENT_CUTENSORNET_IS_NOT_EQUIVALENT,MULTI_CALL_COMPOSITION_NOT_MATCHER_ONLY
aten_median_indices_cpu,aten/src/ATen/native/Sorting.cpp,median_with_indices_impl,issues/aten_c_kernels/aten_median_indices_cpu.c,float/int,R=16; N=63,ordering_selection: median_with_indices_impl,ordering_selection,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,2,3,CUB/Thrust,DeviceRadixSort/MergeSort/TopK/Select/RLE or binary search,BUILDING_BLOCKS_ONLY,sort/search/select stages,"stable ordering, NaNs, first-index/tie policy, multidimensional axes and returned indices",contiguous keys or explicit segments; arbitrary strided axes need layout conversion,finish raising residual loops; then CUB/Thrust backend + operation-specific composition,HIGH,MEDIUM,,https://nvidia.github.io/cccl/unstable/cub/api/device.html,cuTENSOR/cuDNN only when the indexing operation specializes to a regular affine tensor op,LIBRARY_BACKEND_ABSENT,RAISING_THEN_LIBRARY_LOWERING
